Customer_ID,Region,Age,Account_Type,Credit_Score,Annual_Income,Total_Loan_Amount,Overdue_Amount,Last_Payment_Date,Default_Flag,Customer_Since,Profit_Contribution,Churn_Risk,Income_Group,Loan_Category,Overdue_Flag,Tenure_Years,Age_Group,Churn_Score
C1956,North,31,Savings,778.5,553093.0,154128.0,0.0,2025-02-27,No,2016-03-07,10797.07,Medium,Others,Small,No,9.4,Middle Aged,2
C1957,South,42,Credit,667.3,478078.0,123897.0,10000.0,2025-06-16,Yes,2023-02-12,44827.08,Medium,Others,Small,Yes,2.5,Middle Aged,2
C1958,West,38,Savings,674.8,444516.0,243959.0,0.0,2025-05-13,No,2023-01-20,22379.21,Low,Others,Medium,No,2.5,Middle Aged,1
C1959,South,38,Credit,672.0,870197.0,306798.0,25000.0,2025-03-14,No,2017-10-21,14126.73,High,Others,Medium,Yes,7.8,Middle Aged,3
C1960,West,48,Savings,615.9,482416.0,263303.0,0.0,2025-05-06,No,2016-08-27,26769.27,Low,Others,Medium,No,8.9,Middle Aged,1
C1961,South,45,Credit,560.6,533132.0,198171.0,0.0,2025-04-13,No,2023-08-04,17779.05,Low,Others,Small,No,2.0,Middle Aged,1
C1962,West,40,Loan,643.6,669965.0,213285.0,10000.0,2025-07-24,Yes,2017-03-07,19193.24,Medium,Others,Medium,Yes,8.4,Middle Aged,2
C1963,East,34,Loan,626.0,776013.0,292833.0,0.0,2025-02-10,No,2021-09-22,21478.07,Low,Others,Medium,No,3.8,Middle Aged,1
C1964,West,36,,748.8,586993.0,100530.0,0.0,2025-06-06,No,2022-08-10,14336.33,Low,Others,Small,No,3.0,Middle Aged,1
C1965,West,44,Savings,692.4,706879.0,201833.0,0.0,2025-07-22,Yes,2018-03-25,28088.5,Medium,Others,Medium,No,7.3,Middle Aged,2
C1966,West,39,Savings,709.6,662147.0,294941.0,0.0,2025-05-21,No,2023-08-07,21442.1,Low,Others,Medium,No,2.0,Middle Aged,1
C1967,West,38,Loan,662.9,469303.0,222247.0,0.0,,No,2021-07-27,24779.44,Medium,Others,Medium,No,4.0,Middle Aged,2
C1968,South,40,Loan,751.2,633953.0,248498.0,0.0,2025-04-22,No,2023-06-14,8242.99,Medium,Others,Medium,No,2.1,Middle Aged,2
C1969,South,23,Credit,619.6,662567.0,345720.0,0.0,2025-01-26,No,2017-05-16,32384.6,Low,Others,Medium,No,8.2,Young,1
C1970,South,39,Loan,697.0,487411.0,289547.0,0.0,2025-07-08,No,2021-01-09,17008.69,High,Others,Medium,No,4.5,Middle Aged,3
C1971,North,50,,596.3,583684.0,185835.0,0.0,2025-05-26,No,2021-10-04,22954.4,Medium,Others,Small,No,3.8,Middle Aged,2
C1972,East,18,Credit,746.5,1097282.0,151568.0,0.0,2025-05-07,No,2023-09-12,28419.61,Medium,High Income,Small,No,1.9,Young,2
C1973,West,46,Savings,701.9,584532.0,136751.0,0.0,,No,2023-05-22,36584.12,Low,Others,Small,No,2.2,Middle Aged,1
C1974,North,44,Savings,677.4,556315.0,235828.0,0.0,2025-04-06,No,2017-09-13,30153.5,Low,Others,Medium,No,7.9,Middle Aged,1
C1975,South,35,Credit,751.2,934224.0,258064.0,0.0,2025-05-17,No,2021-03-07,10845.17,Medium,Others,Medium,No,4.4,Middle Aged,2
C1976,West,41,,675.1,396895.0,246422.0,0.0,2025-06-29,Yes,2016-04-26,15339.16,Low,Others,Medium,No,9.3,Middle Aged,1
C1977,North,34,Savings,740.4,537237.0,263535.0,0.0,2025-05-04,No,2015-07-29,13789.79,Medium,Others,Medium,No,10.0,Middle Aged,2
C1978,North,68,Credit,662.3,657610.0,317650.0,10000.0,2025-03-07,No,2020-04-22,13852.59,Low,Others,Medium,Yes,5.3,Senior,1
C1979,South,46,Credit,743.0,1072574.0,259350.0,0.0,2025-05-27,No,2024-04-24,23777.12,Low,High Income,Medium,No,1.3,Middle Aged,1
C1980,South,49,Credit,697.1,1075655.0,225994.0,0.0,2025-04-09,No,2023-02-13,23977.76,Medium,High Income,Medium,No,2.4,Middle Aged,2
C1981,North,40,Savings,756.7,638031.0,308884.0,0.0,2025-07-07,No,2021-04-13,19273.44,Low,Others,Medium,No,4.3,Middle Aged,1
C1982,South,50,Savings,576.1,740090.0,316928.0,0.0,2025-03-31,No,2023-01-29,9776.4,Medium,Others,Medium,No,2.5,Middle Aged,2
C1983,North,43,Loan,699.7,819216.0,178742.0,0.0,2025-01-28,No,2019-09-15,15309.27,High,Others,Small,No,5.9,Middle Aged,3
C1984,West,32,Credit,762.6,549012.0,288046.0,0.0,2025-04-15,No,2018-01-04,37464.92,Low,Others,Medium,No,7.6,Middle Aged,1
C1985,East,46,Loan,748.5,571717.0,333301.0,10000.0,2025-07-07,No,2022-11-12,29279.7,Low,Others,Medium,Yes,2.7,Middle Aged,1
C1986,North,44,,606.1,748589.0,87276.0,0.0,2025-07-17,No,2023-09-25,25711.3,Low,Others,Small,No,1.8,Middle Aged,1
C1987,North,53,Credit,675.5,935202.0,335108.0,0.0,2025-06-03,No,2024-01-07,14874.74,Low,Others,Medium,No,1.6,Senior,1
C1988,South,51,Savings,624.1,721961.0,163159.0,0.0,2025-01-26,No,2024-01-03,21006.48,Low,Others,Small,No,1.6,Senior,1
C1989,East,28,Loan,760.2,913889.0,249689.0,0.0,2025-04-16,No,2016-11-17,15714.5,High,Others,Medium,No,8.7,Young,3
C1990,South,45,Loan,654.5,985430.0,255365.0,0.0,2025-04-17,No,2016-06-02,28628.76,High,Others,Medium,No,9.2,Middle Aged,3
C1991,East,34,,696.4,592527.0,285139.0,0.0,2025-07-21,No,2019-01-21,28772.91,High,Others,Medium,No,6.5,Middle Aged,3
C1992,West,36,Loan,706.1,594851.0,168773.0,0.0,2025-07-13,Yes,2024-01-21,24441.13,Low,Others,Small,No,1.5,Middle Aged,1
C1993,South,37,Loan,631.6,812900.0,162869.0,,2025-03-02,Yes,2018-07-24,20192.86,Low,Others,Small,No,7.0,Middle Aged,1
C1994,East,37,Savings,720.9,729104.0,481549.0,0.0,2025-05-03,Yes,2016-04-21,23394.0,High,Others,Large,No,9.3,Middle Aged,3
C1995,North,34,Loan,674.0,328813.0,286472.0,0.0,2025-03-10,No,2020-06-02,29153.27,Medium,Others,Medium,No,5.2,Middle Aged,2
C1996,North,24,,666.8,553459.0,272944.0,10000.0,2025-06-17,No,2021-07-12,18534.07,Low,Others,Medium,Yes,4.0,Young,1
C1997,North,47,,810.1,795518.0,181205.0,0.0,2025-03-21,No,2019-10-25,26433.91,Low,Others,Small,No,5.8,Middle Aged,1
C1998,East,37,Credit,743.9,778262.0,177792.0,0.0,,Yes,2023-02-24,18554.22,Medium,Others,Small,No,2.4,Middle Aged,2
C1999,South,62,,588.8,552252.0,202973.0,0.0,2025-07-21,No,2020-03-23,969.9,Medium,Others,Medium,No,5.3,Senior,2
C2000,North,55,,684.8,1011142.0,362394.0,0.0,2025-07-01,No,2020-05-08,25877.68,Low,High Income,Medium,No,5.2,Senior,1
C2001,West,50,Credit,689.0,690107.0,231117.0,15000.0,2025-04-24,Yes,2022-01-01,15283.05,Medium,Others,Medium,Yes,3.6,Middle Aged,2
C2002,East,19,Loan,675.8,919334.0,344449.0,0.0,2025-06-25,No,2015-09-15,20426.23,Low,Others,Medium,No,9.9,Young,1
C2003,South,51,Savings,676.8,741584.0,323946.0,0.0,2025-05-08,No,2023-12-24,25907.19,Medium,Others,Medium,No,1.6,Senior,2
C2004,North,48,Savings,636.9,715950.0,243888.0,0.0,2025-02-21,No,2016-01-17,26256.76,Low,Others,Medium,No,9.5,Middle Aged,1
C2005,North,55,Credit,734.6,804489.0,216355.0,0.0,2025-03-21,No,2017-05-30,17015.53,Low,Others,Medium,No,8.2,Senior,1
C2006,South,28,Loan,592.0,796826.0,288149.0,25000.0,2025-06-15,No,2021-01-22,27761.73,Medium,Others,Medium,Yes,4.5,Young,2
C2007,North,39,Savings,595.8,377326.0,250575.0,0.0,2025-04-08,No,2018-07-12,5058.26,Low,Others,Medium,No,7.0,Middle Aged,1
C2008,East,20,Credit,576.0,755796.0,195161.0,0.0,2025-06-08,No,2016-09-06,7847.16,Low,Others,Small,No,8.9,Young,1
C2009,East,60,Credit,683.9,936580.0,288023.0,0.0,2025-02-11,No,2017-07-26,31004.73,Medium,Others,Medium,No,8.0,Senior,2
C2010,North,41,Savings,766.7,575668.0,103356.0,0.0,2025-04-29,No,2016-09-26,7564.98,Unknown,Others,Small,No,8.8,Middle Aged,0
C2011,West,35,Loan,629.3,574081.0,157556.0,0.0,2025-06-17,No,2023-07-20,30741.68,High,Others,Small,No,2.0,Middle Aged,3
C2012,South,44,Loan,651.2,944094.0,251925.0,0.0,2025-07-22,No,2019-05-31,21069.24,Low,Others,Medium,No,6.2,Middle Aged,1
C2013,South,45,Savings,717.5,548267.0,296678.0,0.0,2025-03-22,No,2015-10-23,20101.53,Medium,Others,Medium,No,9.8,Middle Aged,2
C2014,West,51,Savings,721.0,1042050.0,213220.0,0.0,,No,2023-12-22,26234.4,Low,High Income,Medium,No,1.6,Senior,1
C2015,West,44,Loan,643.3,530720.0,380808.0,0.0,2025-02-04,Yes,2021-09-15,9518.37,Low,Others,Medium,No,3.9,Middle Aged,1
C2016,West,37,,589.7,436267.0,313960.0,0.0,,No,2023-08-07,25931.15,Low,Others,Medium,No,2.0,Middle Aged,1
C2017,South,35,Credit,706.6,493983.0,433433.0,0.0,2025-02-28,No,2020-01-29,18765.36,Medium,Others,Large,No,5.5,Middle Aged,2
C2018,East,50,Savings,691.7,806875.0,182734.0,0.0,2025-05-16,No,2022-01-11,19434.17,Low,Others,Small,No,3.5,Middle Aged,1
C2019,East,28,Loan,686.7,696332.0,241194.0,0.0,2025-05-27,No,2017-08-26,25289.89,Medium,Others,Medium,No,7.9,Young,2
C2020,East,31,,669.6,970998.0,211049.0,0.0,2025-07-11,No,2019-07-14,20058.26,High,Others,Medium,No,6.0,Middle Aged,3
C2021,North,43,Savings,597.2,829264.0,360587.0,0.0,2025-03-24,No,2024-01-12,22198.51,High,Others,Medium,No,1.5,Middle Aged,3
C2022,East,36,,747.5,544262.0,378678.0,15000.0,2025-02-21,No,2021-03-25,20746.42,Medium,Others,Medium,Yes,4.3,Middle Aged,2
C2023,East,41,Credit,720.9,352463.0,256401.0,15000.0,2025-07-02,No,2016-01-02,11463.76,Unknown,Others,Medium,Yes,9.6,Middle Aged,0
C2024,South,39,Credit,628.2,662606.0,467101.0,0.0,2025-07-13,No,2019-09-30,20956.78,Medium,Others,Large,No,5.8,Middle Aged,2
C2025,East,46,Savings,703.4,960586.0,200123.0,0.0,2025-04-01,No,2021-10-03,17471.21,Low,Others,Medium,No,3.8,Middle Aged,1
C2026,West,37,Savings,635.2,623324.0,119982.0,0.0,2025-04-28,No,2017-03-04,2961.52,Medium,Others,Small,No,8.4,Middle Aged,2
C2027,North,29,Savings,691.6,568793.0,333372.0,0.0,2025-02-07,No,2020-11-18,24786.01,High,Others,Medium,No,4.7,Young,3
C2028,South,43,,698.1,924780.0,255272.0,0.0,2025-07-09,No,2023-08-08,417.29,Low,Others,Medium,No,2.0,Middle Aged,1
C2029,East,53,,652.4,326751.0,192979.0,0.0,2025-02-26,No,2020-09-10,8253.9,Low,Others,Small,No,4.9,Senior,1
C2030,North,40,Loan,763.5,1140970.0,298767.0,0.0,2025-04-16,No,2020-02-02,12150.03,Unknown,High Income,Medium,No,5.5,Middle Aged,0
C2031,West,32,Credit,617.4,643162.0,367584.0,0.0,2025-06-18,No,2015-09-27,25714.27,Low,Others,Medium,No,9.8,Middle Aged,1
C2032,West,51,Credit,605.9,790288.0,357148.0,0.0,2025-07-21,No,2019-06-25,15514.68,High,Others,Medium,No,6.1,Senior,3
C2033,North,29,Credit,721.1,1036153.0,249832.0,0.0,2025-07-19,Yes,2020-08-13,14282.59,Medium,High Income,Medium,No,5.0,Young,2
C2034,West,32,Loan,688.6,1269175.0,332491.0,10000.0,,No,2016-08-08,19246.6,Low,High Income,Medium,Yes,9.0,Middle Aged,1
C2035,East,59,Loan,685.2,819634.0,176835.0,0.0,,No,2018-03-09,17648.36,High,Others,Small,No,7.4,Senior,3
C2036,North,42,Credit,662.1,839737.0,236899.0,0.0,2025-05-03,Yes,2019-06-19,37263.77,Low,Others,Medium,No,6.1,Middle Aged,1
C2037,North,45,Credit,687.6,946441.0,282803.0,0.0,2025-04-20,No,2021-02-23,28757.21,High,Others,Medium,No,4.4,Middle Aged,3
C2038,West,39,Savings,729.1,217867.0,351819.0,0.0,2025-06-20,No,2021-12-09,27092.07,Low,Others,Medium,No,3.6,Middle Aged,1
C2039,East,38,Loan,623.5,686680.0,83171.0,10000.0,2025-02-09,No,2016-01-04,19454.38,Medium,Others,Small,Yes,9.6,Middle Aged,2
C2040,West,40,Loan,676.4,897498.0,203576.0,0.0,2025-05-12,No,2017-03-29,23354.77,Low,Others,Medium,No,8.3,Middle Aged,1
C2041,South,36,Savings,603.7,661042.0,227102.0,0.0,2025-07-07,No,2017-08-11,11962.19,Low,Others,Medium,No,8.0,Middle Aged,1
C2042,East,43,Credit,707.7,433872.0,205270.0,0.0,2025-07-01,No,2019-07-11,20240.11,Medium,Others,Medium,No,6.0,Middle Aged,2
C2043,South,38,,644.3,628018.0,402337.0,0.0,2025-04-23,No,2017-07-03,17374.72,Unknown,Others,Large,No,8.1,Middle Aged,0
C2044,South,35,,693.4,494384.0,161854.0,0.0,2025-03-16,Yes,2024-06-15,14604.1,High,Others,Small,No,1.1,Middle Aged,3
C2045,North,17,,631.1,651467.0,443522.0,0.0,2025-04-10,No,2022-09-16,35292.76,Low,Others,Large,No,2.9,Young,1
C2046,South,47,Loan,678.4,608785.0,330787.0,10000.0,2025-07-08,No,2021-03-17,21423.92,Medium,Others,Medium,Yes,4.4,Middle Aged,2
C2047,East,39,Credit,644.1,479248.0,269470.0,0.0,2025-06-17,No,2016-08-25,23314.2,Low,Others,Medium,No,8.9,Middle Aged,1
C2048,South,43,,705.5,895516.0,354234.0,0.0,2025-03-05,No,2023-06-03,35613.79,Low,Others,Medium,No,2.1,Middle Aged,1
C2049,East,64,Savings,695.1,577762.0,187571.0,0.0,2025-04-23,No,2023-04-05,29157.32,Medium,Others,Small,No,2.3,Senior,2
C2050,West,39,,617.2,530343.0,179257.0,10000.0,2025-05-15,No,2024-04-23,12596.36,Unknown,Others,Small,Yes,1.3,Middle Aged,0
C2051,South,34,,762.9,896919.0,309300.0,15000.0,2025-04-23,No,2017-09-23,22743.65,Medium,Others,Medium,Yes,7.8,Middle Aged,2
C2052,East,34,Loan,681.0,403924.0,165760.0,0.0,2025-06-30,Yes,2018-08-13,26424.48,Low,Others,Small,No,7.0,Middle Aged,1
C2053,South,32,,620.0,954813.0,58559.0,0.0,2025-06-13,No,2016-07-16,4756.67,High,Others,Small,No,9.0,Middle Aged,3
C2054,West,39,Savings,697.7,437360.0,208486.0,0.0,2025-05-08,No,2023-02-23,23830.59,Medium,Others,Medium,No,2.4,Middle Aged,2
C2055,West,32,Savings,733.3,703566.0,252818.0,0.0,2025-03-23,Yes,2020-12-30,21659.36,Low,Others,Medium,No,4.6,Middle Aged,1
C2056,South,22,Savings,706.1,576897.0,228292.0,0.0,2025-06-02,No,2019-12-22,20065.56,High,Others,Medium,No,5.6,Young,3
C2057,West,44,Loan,544.6,752528.0,141249.0,25000.0,2025-05-18,No,2019-01-11,18472.11,Low,Others,Small,Yes,6.5,Middle Aged,1
C2058,East,36,Savings,639.8,535817.0,336891.0,15000.0,2025-03-07,No,2024-03-31,16466.03,Low,Others,Medium,Yes,1.3,Middle Aged,1
C2059,North,42,Savings,609.5,771334.0,417773.0,0.0,2025-04-10,No,2018-01-30,19574.72,High,Others,Large,No,7.5,Middle Aged,3
C2060,West,26,,745.2,612817.0,210930.0,0.0,2025-05-07,No,2021-05-26,23001.52,Medium,Others,Medium,No,4.2,Young,2
C2061,South,41,Credit,724.5,1209211.0,378423.0,10000.0,2025-02-28,No,2017-04-19,18196.45,High,High Income,Medium,Yes,8.3,Middle Aged,3
C2062,North,37,Credit,731.3,647535.0,327205.0,10000.0,2025-04-07,No,2017-07-29,16227.4,Low,Others,Medium,Yes,8.0,Middle Aged,1
C2063,West,45,,620.9,685436.0,312851.0,0.0,2025-07-23,No,2022-06-05,2475.18,Medium,Others,Medium,No,3.1,Middle Aged,2
C2064,East,33,Savings,601.1,1099500.0,132548.0,25000.0,2025-02-21,No,2020-06-11,40686.33,Low,High Income,Small,Yes,5.1,Middle Aged,1
C2065,West,36,Loan,659.6,577697.0,309066.0,0.0,2025-06-01,No,2018-11-13,8723.61,Low,Others,Medium,No,6.7,Middle Aged,1
C2066,South,41,Savings,715.0,955682.0,287330.0,0.0,2025-04-20,No,2019-10-09,15765.24,Unknown,Others,Medium,No,5.8,Middle Aged,0
C2067,South,50,,704.6,474482.0,433644.0,0.0,2025-02-10,No,2023-01-03,12802.58,Medium,Others,Large,No,2.6,Middle Aged,2
C2068,North,34,Loan,612.5,818243.0,129257.0,0.0,2025-03-08,Yes,2021-01-08,30120.11,Low,Others,Small,No,4.5,Middle Aged,1
C2069,West,37,Credit,563.2,1046953.0,169715.0,0.0,2025-07-11,No,2020-11-13,33432.2,High,High Income,Small,No,4.7,Middle Aged,3
C2070,North,17,Credit,723.3,913737.0,274426.0,,2025-06-25,Yes,2016-02-14,24705.31,Low,Others,Medium,No,9.5,Young,1
C2071,South,50,Savings,656.9,915078.0,333287.0,0.0,2025-03-21,Yes,2023-10-01,21674.77,High,Others,Medium,No,1.8,Middle Aged,3
C2072,South,41,Savings,708.3,445846.0,133492.0,0.0,2025-06-25,No,2020-12-26,19031.74,Low,Others,Small,No,4.6,Middle Aged,1
C2073,East,34,,691.0,834686.0,262134.0,10000.0,2025-02-11,No,2023-03-28,13192.17,High,Others,Medium,Yes,2.3,Middle Aged,3
C2074,East,45,Savings,718.0,542490.0,354044.0,0.0,2025-03-13,No,2022-06-19,23380.03,Low,Others,Medium,No,3.1,Middle Aged,1
C2075,West,43,,604.8,491067.0,284116.0,25000.0,2025-04-06,No,2022-05-01,14410.42,Unknown,Others,Medium,Yes,3.2,Middle Aged,0
C2076,North,40,Loan,686.6,833071.0,267966.0,10000.0,2025-05-04,No,2018-07-23,35162.59,Low,Others,Medium,Yes,7.0,Middle Aged,1
C2077,North,32,Loan,677.1,539050.0,366872.0,0.0,2025-02-11,No,2022-12-08,17132.9,Low,Others,Medium,No,2.6,Middle Aged,1
C2078,North,51,Loan,605.8,769957.0,416536.0,15000.0,2025-06-30,Yes,2019-08-01,18601.11,Low,Others,Large,Yes,6.0,Senior,1
C2079,East,53,Credit,649.9,841823.0,262167.0,0.0,2025-05-22,No,2023-10-28,25744.81,High,Others,Medium,No,1.7,Senior,3
C2080,North,37,Savings,674.3,697760.0,157173.0,0.0,2025-03-14,No,2016-11-23,16890.57,High,Others,Small,No,8.7,Middle Aged,3
C2081,South,39,Credit,780.9,722245.0,225451.0,10000.0,2025-02-08,No,2021-07-15,26399.29,High,Others,Medium,Yes,4.0,Middle Aged,3
C2082,West,45,Loan,690.8,666821.0,160367.0,0.0,2025-05-22,No,2023-07-01,25537.88,Low,Others,Small,No,2.1,Middle Aged,1
C2083,South,49,Savings,676.0,757007.0,227020.0,0.0,2025-05-22,No,2022-01-23,4670.68,Medium,Others,Medium,No,3.5,Middle Aged,2
C2084,South,30,Savings,686.9,981144.0,324998.0,0.0,2025-04-11,No,2017-07-24,32013.08,Low,Others,Medium,No,8.0,Middle Aged,1
C2085,South,36,Loan,701.7,691429.0,255571.0,0.0,2025-02-01,No,2017-08-06,12180.93,Low,Others,Medium,No,8.0,Middle Aged,1
C2086,East,28,Credit,734.4,533084.0,325045.0,0.0,2025-02-11,No,2015-08-13,21187.6,Low,Others,Medium,No,10.0,Young,1
C2087,West,51,Loan,720.7,637758.0,168171.0,0.0,2025-02-28,No,2024-06-12,9021.92,Low,Others,Small,No,1.1,Senior,1
C2088,East,29,,628.0,836357.0,275279.0,0.0,2025-04-17,No,2015-10-20,21297.8,Medium,Others,Medium,No,9.8,Young,2
C2089,North,33,Credit,688.5,616982.0,302886.0,0.0,2025-07-25,No,2020-12-29,20476.32,Low,Others,Medium,No,4.6,Middle Aged,1
C2090,West,43,Credit,659.2,1041276.0,253840.0,0.0,2025-03-29,No,2023-10-24,10173.21,High,High Income,Medium,No,1.8,Middle Aged,3
C2091,West,20,,652.9,313526.0,225265.0,0.0,2025-02-28,Yes,2020-09-30,27338.49,Low,Others,Medium,No,4.8,Young,1
C2092,South,20,,609.9,700798.0,333204.0,0.0,2025-05-15,No,2024-01-18,19444.53,Low,Others,Medium,No,1.5,Young,1
C2093,East,45,,776.1,781843.0,218056.0,0.0,2025-02-22,No,2020-09-24,26838.3,Low,Others,Medium,No,4.8,Middle Aged,1
C2094,North,35,Loan,719.0,754245.0,352511.0,10000.0,2025-06-24,No,2016-08-10,25897.45,Medium,Others,Medium,Yes,9.0,Middle Aged,2
C2095,North,33,Loan,688.7,530324.0,251307.0,0.0,2025-03-24,No,2022-12-13,24833.57,High,Others,Medium,No,2.6,Middle Aged,3
C2096,South,41,Savings,700.1,459177.0,288121.0,0.0,2025-05-26,No,2021-06-15,9718.22,Low,Others,Medium,No,4.1,Middle Aged,1
C2097,North,48,Savings,709.4,959667.0,168439.0,0.0,2025-02-13,Yes,2017-02-17,21834.55,Medium,Others,Small,No,8.4,Middle Aged,2
C2098,East,27,Savings,594.6,412385.0,221680.0,0.0,2025-02-18,No,2024-06-28,30126.39,Low,Others,Medium,No,1.1,Young,1
C2099,South,41,Credit,686.4,811646.0,237053.0,0.0,2025-04-23,No,2017-04-04,23648.32,Medium,Others,Medium,No,8.3,Middle Aged,2
C2100,East,46,Credit,659.4,233117.0,205873.0,0.0,2025-03-23,No,2022-05-10,12896.97,Low,Others,Medium,No,3.2,Middle Aged,1
C2101,South,43,Savings,707.2,527895.0,244564.0,0.0,,Yes,2023-11-02,14874.17,High,Others,Medium,No,1.7,Middle Aged,3
C2102,North,18,,686.0,937839.0,271537.0,0.0,2025-07-05,Yes,2016-01-02,17146.89,Low,Others,Medium,No,9.6,Young,1
C2103,North,56,Credit,827.3,750103.0,200268.0,15000.0,2025-07-06,No,2023-05-27,18017.06,Low,Others,Medium,Yes,2.2,Senior,1
C2104,North,36,,665.7,806406.0,285533.0,0.0,2025-05-03,Yes,2017-05-30,36757.75,Medium,Others,Medium,No,8.2,Middle Aged,2
C2105,East,23,Savings,644.5,863216.0,338226.0,0.0,2025-05-21,No,2018-09-13,19681.35,Medium,Others,Medium,No,6.9,Young,2
C2106,West,54,Savings,648.5,638941.0,236349.0,10000.0,,No,2022-10-21,15786.96,Medium,Others,Medium,Yes,2.8,Senior,2
C2107,South,25,Savings,687.3,579056.0,297217.0,0.0,2025-04-17,No,2018-08-29,20710.33,Low,Others,Medium,No,6.9,Young,1
C2108,East,24,Loan,635.5,608236.0,329153.0,0.0,2025-06-09,No,2019-11-29,18942.64,Low,Others,Medium,No,5.7,Young,1
C2109,West,38,Credit,693.4,754662.0,159675.0,0.0,2025-04-30,No,2016-05-11,28884.1,Medium,Others,Small,No,9.2,Middle Aged,2
C2110,West,46,Loan,614.8,609675.0,176850.0,0.0,2025-01-28,No,2021-02-11,21020.55,Low,Others,Small,No,4.5,Middle Aged,1
C2111,East,35,,614.8,925287.0,370149.0,0.0,2025-07-02,No,2023-12-13,13735.74,Medium,Others,Medium,No,1.6,Middle Aged,2
C2112,West,43,Savings,645.0,620975.0,285940.0,0.0,2025-05-15,No,2021-08-03,25325.2,Unknown,Others,Medium,No,4.0,Middle Aged,0
C2113,North,42,,676.1,959030.0,280371.0,0.0,2025-06-23,No,2023-03-16,25114.34,Low,Others,Medium,No,2.4,Middle Aged,1
C2114,South,33,,736.5,932145.0,405075.0,0.0,2025-04-15,No,2015-10-20,33694.08,Medium,Others,Large,No,9.8,Middle Aged,2
C2115,East,32,Credit,614.5,622524.0,306491.0,0.0,2025-05-03,No,2015-08-27,4756.91,Low,Others,Medium,No,9.9,Middle Aged,1
C2116,South,23,Credit,699.5,787302.0,229459.0,0.0,2025-06-05,No,2015-09-19,33769.35,Low,Others,Medium,No,9.9,Young,1
C2117,South,49,,693.7,460697.0,67741.0,25000.0,2025-02-02,No,2018-04-27,12936.17,Medium,Others,Small,Yes,7.3,Middle Aged,2
C2118,South,57,Savings,682.9,616792.0,231015.0,0.0,2025-06-30,No,2021-03-09,32949.34,Low,Others,Medium,No,4.4,Senior,1
C2119,East,37,Credit,708.6,797847.0,285390.0,0.0,,No,2022-01-17,26052.26,Medium,Others,Medium,No,3.5,Middle Aged,2
C2120,North,33,Loan,720.0,518277.0,204117.0,,2025-02-16,No,2020-09-27,8403.81,Medium,Others,Medium,No,4.8,Middle Aged,2
C2121,West,33,Loan,612.2,570469.0,225249.0,0.0,2025-01-31,No,2021-05-12,31984.67,Low,Others,Medium,No,4.2,Middle Aged,1
C2122,West,31,Savings,689.2,964049.0,256938.0,0.0,2025-02-16,No,2020-04-13,17088.67,Low,Others,Medium,No,5.3,Middle Aged,1
C2123,South,55,Savings,728.4,804159.0,213034.0,15000.0,2025-03-09,No,2020-12-12,15335.11,Low,Others,Medium,Yes,4.6,Senior,1
C2124,West,49,Savings,719.8,733263.0,322816.0,0.0,,No,2022-04-16,15647.53,Low,Others,Medium,No,3.3,Middle Aged,1
C2125,West,47,Credit,713.5,758966.0,235321.0,0.0,2025-06-06,No,2016-04-07,22632.23,Low,Others,Medium,No,9.3,Middle Aged,1
C2126,East,60,Savings,668.4,609846.0,338380.0,0.0,2025-04-08,No,2017-01-05,20545.06,High,Others,Medium,No,8.6,Senior,3
C2127,East,39,Loan,798.7,563413.0,222918.0,0.0,2025-05-27,No,2018-05-11,4650.93,Medium,Others,Medium,No,7.2,Middle Aged,2
C2128,South,24,Loan,685.2,593193.0,189862.0,15000.0,2025-04-14,No,2018-11-18,20755.42,Medium,Others,Small,Yes,6.7,Young,2
C2129,East,53,Loan,641.2,560838.0,238050.0,0.0,2025-06-14,No,2020-06-01,19759.87,Low,Others,Medium,No,5.2,Senior,1
C2130,South,33,Credit,643.8,1002759.0,302188.0,0.0,2025-07-21,No,2016-06-27,13924.65,Low,High Income,Medium,No,9.1,Middle Aged,1
C2131,West,38,Credit,714.2,245366.0,257787.0,0.0,2025-01-26,Yes,2022-01-28,13801.46,Unknown,Others,Medium,No,3.5,Middle Aged,0
C2132,East,52,Credit,584.3,414439.0,283930.0,0.0,2025-07-24,Yes,2020-01-15,21842.18,Low,Others,Medium,No,5.5,Senior,1
C2133,North,55,Savings,672.3,592114.0,262980.0,0.0,2025-03-24,No,2020-02-06,19593.6,Low,Others,Medium,No,5.5,Senior,1
C2134,South,35,Loan,653.4,885533.0,307956.0,10000.0,2025-05-07,No,2019-08-14,18251.13,Low,Others,Medium,Yes,6.0,Middle Aged,1
C2135,West,28,Loan,723.2,635875.0,204436.0,0.0,2025-05-03,No,2018-08-30,23724.74,High,Others,Medium,No,6.9,Young,3
C2136,South,29,Savings,727.1,1129557.0,197712.0,0.0,2025-07-10,Yes,2020-10-13,9202.85,Low,High Income,Small,No,4.8,Young,1
C2137,South,43,Loan,669.4,746092.0,300473.0,0.0,2025-05-14,Yes,2018-03-11,11022.78,Medium,Others,Medium,No,7.4,Middle Aged,2
C2138,West,48,Loan,760.9,460481.0,131556.0,0.0,2025-06-03,No,2022-03-21,16783.29,Medium,Others,Small,No,3.4,Middle Aged,2
C2139,West,43,Credit,674.5,660881.0,355678.0,0.0,2025-03-13,No,2024-01-11,16708.62,Unknown,Others,Medium,No,1.5,Middle Aged,0
